interaction_id	source_key	source_type	pmid	doi	assay_type	bacterium	strain	bacterial_accession	phage	phage_accession	reference_host	raw_eop	eop_relation	eop_value	eop_class	susceptibility_label	plaque_result	anti_crispr_status	anti_crispr_genes	crispr_interference_evidence	other_defense_evidence	experimental_conditions	curation_status	curation_confidence	notes
sofy2021_k_pneumoniae_11_kpp5_eop	Sofy2021_KPP5	paper	33805298	10.3390/biomedicines9040342	eop	Klebsiella pneumoniae	K_pneumoniae_11		KPP-5		reported source reference host	H; 0.5-1.0	range		high	susceptible	clear_plaques	not_evaluated		not_evaluated		Spot test and EOP host-range table; H 0.5-1.0, M 0.2-0.4, L 0.001-0.1, N <0.001.	curated	high	Table 1 source category: clinical.
sofy2021_k_pneumoniae_12_kpp5_eop	Sofy2021_KPP5	paper	33805298	10.3390/biomedicines9040342	eop	Klebsiella pneumoniae	K_pneumoniae_12		KPP-5		reported source reference host	H; 0.5-1.0	range		high	susceptible	clear_plaques	not_evaluated		not_evaluated		Spot test and EOP host-range table; H 0.5-1.0, M 0.2-0.4, L 0.001-0.1, N <0.001.	curated	high	Table 1 source category: clinical.
sofy2021_k_pneumoniae_13_kpp5_eop	Sofy2021_KPP5	paper	33805298	10.3390/biomedicines9040342	eop	Klebsiella pneumoniae	K_pneumoniae_13		KPP-5		reported source reference host	H; 0.5-1.0	range		high	susceptible	clear_plaques	not_evaluated		not_evaluated		Spot test and EOP host-range table; H 0.5-1.0, M 0.2-0.4, L 0.001-0.1, N <0.001.	curated	high	Table 1 source category: clinical.
sofy2021_k_pneumoniae_14_kpp5_eop	Sofy2021_KPP5	paper	33805298	10.3390/biomedicines9040342	eop	Klebsiella pneumoniae	K_pneumoniae_14		KPP-5		reported source reference host	H; 0.5-1.0	range		high	susceptible	clear_plaques	not_evaluated		not_evaluated		Spot test and EOP host-range table; H 0.5-1.0, M 0.2-0.4, L 0.001-0.1, N <0.001.	curated	high	Table 1 source category: clinical.
sofy2021_k_pneumoniae_15_kpp5_eop	Sofy2021_KPP5	paper	33805298	10.3390/biomedicines9040342	eop	Klebsiella pneumoniae	K_pneumoniae_15		KPP-5		reported source reference host	H; 0.5-1.0	range		high	susceptible	clear_plaques	not_evaluated		not_evaluated		Spot test and EOP host-range table; H 0.5-1.0, M 0.2-0.4, L 0.001-0.1, N <0.001.	curated	high	Table 1 source category: clinical.
sofy2021_k_pneumoniae_16_kpp5_eop	Sofy2021_KPP5	paper	33805298	10.3390/biomedicines9040342	eop	Klebsiella pneumoniae	K_pneumoniae_16		KPP-5		reported source reference host	H; 0.5-1.0	range		high	susceptible	clear_plaques	not_evaluated		not_evaluated		Spot test and EOP host-range table; H 0.5-1.0, M 0.2-0.4, L 0.001-0.1, N <0.001.	curated	high	Table 1 source category: clinical.
sofy2021_k_pneumoniae_17_kpp5_eop	Sofy2021_KPP5	paper	33805298	10.3390/biomedicines9040342	eop	Klebsiella pneumoniae	K_pneumoniae_17		KPP-5		reported source reference host	M; 0.2-0.4	range		medium	susceptible	clear_plaques	not_evaluated		not_evaluated		Spot test and EOP host-range table; H 0.5-1.0, M 0.2-0.4, L 0.001-0.1, N <0.001.	curated	high	Table 1 source category: clinical.
sofy2021_k_pneumoniae_18_kpp5_eop	Sofy2021_KPP5	paper	33805298	10.3390/biomedicines9040342	eop	Klebsiella pneumoniae	K_pneumoniae_18		KPP-5		reported source reference host	H; 0.5-1.0	range		high	susceptible	clear_plaques	not_evaluated		not_evaluated		Spot test and EOP host-range table; H 0.5-1.0, M 0.2-0.4, L 0.001-0.1, N <0.001.	curated	high	Table 1 source category: clinical.
sofy2021_k_pneumoniae_19_kpp5_eop	Sofy2021_KPP5	paper	33805298	10.3390/biomedicines9040342	eop	Klebsiella pneumoniae	K_pneumoniae_19		KPP-5		reported source reference host	H; 0.5-1.0	range		high	susceptible	clear_plaques	not_evaluated		not_evaluated		Spot test and EOP host-range table; H 0.5-1.0, M 0.2-0.4, L 0.001-0.1, N <0.001.	curated	high	Table 1 source category: clinical.
sofy2021_e_coli_1_kpp5_eop	Sofy2021_KPP5	paper	33805298	10.3390/biomedicines9040342	eop	Escherichia coli	E_coli_1		KPP-5		reported source reference host	N; <0.001	range		none	resistant	no_plaques	not_evaluated		not_evaluated		Spot test and EOP host-range table; H 0.5-1.0, M 0.2-0.4, L 0.001-0.1, N <0.001.	curated	high	Table 1 source category: clinical.
sofy2021_e_coli_2_kpp5_eop	Sofy2021_KPP5	paper	33805298	10.3390/biomedicines9040342	eop	Escherichia coli	E_coli_2		KPP-5		reported source reference host	N; <0.001	range		none	resistant	no_plaques	not_evaluated		not_evaluated		Spot test and EOP host-range table; H 0.5-1.0, M 0.2-0.4, L 0.001-0.1, N <0.001.	curated	high	Table 1 source category: clinical.
sofy2021_e_coli_3_kpp5_eop	Sofy2021_KPP5	paper	33805298	10.3390/biomedicines9040342	eop	Escherichia coli	E_coli_3		KPP-5		reported source reference host	N; <0.001	range		none	resistant	no_plaques	not_evaluated		not_evaluated		Spot test and EOP host-range table; H 0.5-1.0, M 0.2-0.4, L 0.001-0.1, N <0.001.	curated	high	Table 1 source category: clinical.
sofy2021_e_coli_4_kpp5_eop	Sofy2021_KPP5	paper	33805298	10.3390/biomedicines9040342	eop	Escherichia coli	E_coli_4		KPP-5		reported source reference host	N; <0.001	range		none	resistant	no_plaques	not_evaluated		not_evaluated		Spot test and EOP host-range table; H 0.5-1.0, M 0.2-0.4, L 0.001-0.1, N <0.001.	curated	high	Table 1 source category: clinical.
sofy2021_e_coli_5_kpp5_eop	Sofy2021_KPP5	paper	33805298	10.3390/biomedicines9040342	eop	Escherichia coli	E_coli_5		KPP-5		reported source reference host	N; <0.001	range		none	resistant	no_plaques	not_evaluated		not_evaluated		Spot test and EOP host-range table; H 0.5-1.0, M 0.2-0.4, L 0.001-0.1, N <0.001.	curated	high	Table 1 source category: clinical.
sofy2021_e_coli_6_kpp5_eop	Sofy2021_KPP5	paper	33805298	10.3390/biomedicines9040342	eop	Escherichia coli	E_coli_6		KPP-5		reported source reference host	N; <0.001	range		none	resistant	no_plaques	not_evaluated		not_evaluated		Spot test and EOP host-range table; H 0.5-1.0, M 0.2-0.4, L 0.001-0.1, N <0.001.	curated	high	Table 1 source category: clinical.
sofy2021_s_typhimurium_1_kpp5_eop	Sofy2021_KPP5	paper	33805298	10.3390/biomedicines9040342	eop	Salmonella enterica	S_Typhimurium_1		KPP-5		reported source reference host	N; <0.001	range		none	resistant	no_plaques	not_evaluated		not_evaluated		Spot test and EOP host-range table; H 0.5-1.0, M 0.2-0.4, L 0.001-0.1, N <0.001.	curated	high	Table 1 source category: food.
sofy2021_s_typhimurium_2_kpp5_eop	Sofy2021_KPP5	paper	33805298	10.3390/biomedicines9040342	eop	Salmonella enterica	S_Typhimurium_2		KPP-5		reported source reference host	N; <0.001	range		none	resistant	no_plaques	not_evaluated		not_evaluated		Spot test and EOP host-range table; H 0.5-1.0, M 0.2-0.4, L 0.001-0.1, N <0.001.	curated	high	Table 1 source category: food.
sofy2021_s_typhimurium_3_kpp5_eop	Sofy2021_KPP5	paper	33805298	10.3390/biomedicines9040342	eop	Salmonella enterica	S_Typhimurium_3		KPP-5		reported source reference host	N; <0.001	range		none	resistant	no_plaques	not_evaluated		not_evaluated		Spot test and EOP host-range table; H 0.5-1.0, M 0.2-0.4, L 0.001-0.1, N <0.001.	curated	high	Table 1 source category: food.
sofy2021_p_aeruginosa_1_kpp5_eop	Sofy2021_KPP5	paper	33805298	10.3390/biomedicines9040342	eop	Pseudomonas aeruginosa	P_aeruginosa_1		KPP-5		reported source reference host	N; <0.001	range		none	resistant	no_plaques	not_evaluated		not_evaluated		Spot test and EOP host-range table; H 0.5-1.0, M 0.2-0.4, L 0.001-0.1, N <0.001.	curated	high	Table 1 source category: clinical.
sofy2021_p_aeruginosa_2_kpp5_eop	Sofy2021_KPP5	paper	33805298	10.3390/biomedicines9040342	eop	Pseudomonas aeruginosa	P_aeruginosa_2		KPP-5		reported source reference host	N; <0.001	range		none	resistant	no_plaques	not_evaluated		not_evaluated		Spot test and EOP host-range table; H 0.5-1.0, M 0.2-0.4, L 0.001-0.1, N <0.001.	curated	high	Table 1 source category: clinical.
sofy2021_p_aeruginosa_3_kpp5_eop	Sofy2021_KPP5	paper	33805298	10.3390/biomedicines9040342	eop	Pseudomonas aeruginosa	P_aeruginosa_3		KPP-5		reported source reference host	N; <0.001	range		none	resistant	no_plaques	not_evaluated		not_evaluated		Spot test and EOP host-range table; H 0.5-1.0, M 0.2-0.4, L 0.001-0.1, N <0.001.	curated	high	Table 1 source category: food.
latka2021_kp_9068_kps8_eop	Latka2021_K23Klebsiella	paper	34093432	10.3389/fmicb.2021.669618	eop	Klebsiella pneumoniae	Kp-9068		KpS8		reported source reference host	1.0	=	1	high	susceptible	clear_plaques	not_evaluated		not_evaluated		Table 2 EOP analysis for K23-specific Klebsiella phages.	curated	high	cps-type K23; MLST ST11.
latka2021_kp_9068_vb_kpnm_seu621_eop	Latka2021_K23Klebsiella	paper	34093432	10.3389/fmicb.2021.669618	eop	Klebsiella pneumoniae	Kp-9068		vB_KpnM_Seu621		reported source reference host	1.0	=	1	high	susceptible	clear_plaques	not_evaluated		not_evaluated		Table 2 EOP analysis for K23-specific Klebsiella phages.	curated	high	cps-type K23; MLST ST11.
latka2021_kp_9068_vb_kpnp_dlv622_eop	Latka2021_K23Klebsiella	paper	34093432	10.3389/fmicb.2021.669618	eop	Klebsiella pneumoniae	Kp-9068		vB_KpnP_Dlv622		reported source reference host	1.0	=	1	high	susceptible	clear_plaques	not_evaluated		not_evaluated		Table 2 EOP analysis for K23-specific Klebsiella phages.	curated	high	cps-type K23; MLST ST11.
latka2021_kpi4275_kps8_eop	Latka2021_K23Klebsiella	paper	34093432	10.3389/fmicb.2021.669618	eop	Klebsiella pneumoniae	KPi4275		KpS8		reported source reference host	1.0	=	1	high	susceptible	clear_plaques	not_evaluated		not_evaluated		Table 2 EOP analysis for K23-specific Klebsiella phages.	curated	high	cps-type K23; MLST ST11.
latka2021_kpi4275_vb_kpnm_seu621_eop	Latka2021_K23Klebsiella	paper	34093432	10.3389/fmicb.2021.669618	eop	Klebsiella pneumoniae	KPi4275		vB_KpnM_Seu621		reported source reference host	1.0	=	1	high	susceptible	clear_plaques	not_evaluated		not_evaluated		Table 2 EOP analysis for K23-specific Klebsiella phages.	curated	high	cps-type K23; MLST ST11.
latka2021_kpi4275_vb_kpnp_dlv622_eop	Latka2021_K23Klebsiella	paper	34093432	10.3389/fmicb.2021.669618	eop	Klebsiella pneumoniae	KPi4275		vB_KpnP_Dlv622		reported source reference host	0.006	=	0.006	low	reduced_susceptibility	pinpoint_plaques	not_evaluated		not_evaluated		Table 2 EOP analysis for K23-specific Klebsiella phages.	curated	high	cps-type K23; MLST ST11.
latka2021_kpb2304_15_kps8_eop	Latka2021_K23Klebsiella	paper	34093432	10.3389/fmicb.2021.669618	eop	Klebsiella pneumoniae	KPB2304-15		KpS8		reported source reference host	1.0	=	1	high	susceptible	clear_plaques	not_evaluated		not_evaluated		Table 2 EOP analysis for K23-specific Klebsiella phages.	curated	high	cps-type K23; MLST ST11.
latka2021_kpb2304_15_vb_kpnm_seu621_eop	Latka2021_K23Klebsiella	paper	34093432	10.3389/fmicb.2021.669618	eop	Klebsiella pneumoniae	KPB2304-15		vB_KpnM_Seu621		reported source reference host	1.0	=	1	high	susceptible	clear_plaques	not_evaluated		not_evaluated		Table 2 EOP analysis for K23-specific Klebsiella phages.	curated	high	cps-type K23; MLST ST11.
latka2021_kpb2304_15_vb_kpnp_dlv622_eop	Latka2021_K23Klebsiella	paper	34093432	10.3389/fmicb.2021.669618	eop	Klebsiella pneumoniae	KPB2304-15		vB_KpnP_Dlv622		reported source reference host	0.006	=	0.006	low	reduced_susceptibility	pinpoint_plaques	not_evaluated		not_evaluated		Table 2 EOP analysis for K23-specific Klebsiella phages.	curated	high	cps-type K23; MLST ST11.
latka2021_kpb536_17_2_kps8_eop	Latka2021_K23Klebsiella	paper	34093432	10.3389/fmicb.2021.669618	eop	Klebsiella pneumoniae	KPB536-17-2		KpS8		reported source reference host	0.03	=	0.03	low	reduced_susceptibility	pinpoint_plaques	not_evaluated		not_evaluated		Table 2 EOP analysis for K23-specific Klebsiella phages.	curated	high	cps-type K23; MLST ST1869.
latka2021_kpb536_17_2_vb_kpnm_seu621_eop	Latka2021_K23Klebsiella	paper	34093432	10.3389/fmicb.2021.669618	eop	Klebsiella pneumoniae	KPB536-17-2		vB_KpnM_Seu621		reported source reference host	0.01	=	0.01	low	reduced_susceptibility	pinpoint_plaques	not_evaluated		not_evaluated		Table 2 EOP analysis for K23-specific Klebsiella phages.	curated	high	cps-type K23; MLST ST1869.
latka2021_kpb536_17_2_vb_kpnp_dlv622_eop	Latka2021_K23Klebsiella	paper	34093432	10.3389/fmicb.2021.669618	eop	Klebsiella pneumoniae	KPB536-17-2		vB_KpnP_Dlv622		reported source reference host	0.01	=	0.01	low	reduced_susceptibility	pinpoint_plaques	not_evaluated		not_evaluated		Table 2 EOP analysis for K23-specific Klebsiella phages.	curated	high	cps-type K23; MLST ST1869.
latka2021_kpi1748_kps8_eop	Latka2021_K23Klebsiella	paper	34093432	10.3389/fmicb.2021.669618	eop	Klebsiella pneumoniae	KPi1748		KpS8		reported source reference host	0	=	0	none	resistant	no_plaques	not_evaluated		not_evaluated		Table 2 EOP analysis for K23-specific Klebsiella phages.	curated	high	cps-type K2; MLST ST65.
latka2021_kpi1748_vb_kpnm_seu621_eop	Latka2021_K23Klebsiella	paper	34093432	10.3389/fmicb.2021.669618	eop	Klebsiella pneumoniae	KPi1748		vB_KpnM_Seu621		reported source reference host	0	=	0	none	resistant	no_plaques	not_evaluated		not_evaluated		Table 2 EOP analysis for K23-specific Klebsiella phages.	curated	high	cps-type K2; MLST ST65.
latka2021_kpi1748_vb_kpnp_dlv622_eop	Latka2021_K23Klebsiella	paper	34093432	10.3389/fmicb.2021.669618	eop	Klebsiella pneumoniae	KPi1748		vB_KpnP_Dlv622		reported source reference host	0	=	0	none	resistant	no_plaques	not_evaluated		not_evaluated		Table 2 EOP analysis for K23-specific Klebsiella phages.	curated	high	cps-type K2; MLST ST65.
latka2021_kpi3014_kps8_eop	Latka2021_K23Klebsiella	paper	34093432	10.3389/fmicb.2021.669618	eop	Klebsiella pneumoniae	KPi3014		KpS8		reported source reference host	0	=	0	none	resistant	no_plaques	not_evaluated		not_evaluated		Table 2 EOP analysis for K23-specific Klebsiella phages.	curated	high	cps-type K2; MLST ST2174.
latka2021_kpi3014_vb_kpnm_seu621_eop	Latka2021_K23Klebsiella	paper	34093432	10.3389/fmicb.2021.669618	eop	Klebsiella pneumoniae	KPi3014		vB_KpnM_Seu621		reported source reference host	0	=	0	none	resistant	no_plaques	not_evaluated		not_evaluated		Table 2 EOP analysis for K23-specific Klebsiella phages.	curated	high	cps-type K2; MLST ST2174.
latka2021_kpi3014_vb_kpnp_dlv622_eop	Latka2021_K23Klebsiella	paper	34093432	10.3389/fmicb.2021.669618	eop	Klebsiella pneumoniae	KPi3014		vB_KpnP_Dlv622		reported source reference host	0	=	0	none	resistant	no_plaques	not_evaluated		not_evaluated		Table 2 EOP analysis for K23-specific Klebsiella phages.	curated	high	cps-type K2; MLST ST2174.
latka2021_kpi8289_kps8_eop	Latka2021_K23Klebsiella	paper	34093432	10.3389/fmicb.2021.669618	eop	Klebsiella pneumoniae	KPi8289		KpS8		reported source reference host	0	=	0	none	resistant	no_plaques	not_evaluated		not_evaluated		Table 2 EOP analysis for K23-specific Klebsiella phages.	curated	high	cps-type K57; MLST ST218.
latka2021_kpi8289_vb_kpnm_seu621_eop	Latka2021_K23Klebsiella	paper	34093432	10.3389/fmicb.2021.669618	eop	Klebsiella pneumoniae	KPi8289		vB_KpnM_Seu621		reported source reference host	0	=	0	none	resistant	no_plaques	not_evaluated		not_evaluated		Table 2 EOP analysis for K23-specific Klebsiella phages.	curated	high	cps-type K57; MLST ST218.
latka2021_kpi8289_vb_kpnp_dlv622_eop	Latka2021_K23Klebsiella	paper	34093432	10.3389/fmicb.2021.669618	eop	Klebsiella pneumoniae	KPi8289		vB_KpnP_Dlv622		reported source reference host	0	=	0	none	resistant	no_plaques	not_evaluated		not_evaluated		Table 2 EOP analysis for K23-specific Klebsiella phages.	curated	high	cps-type K57; MLST ST218.
latka2021_kpb2580_kps8_eop	Latka2021_K23Klebsiella	paper	34093432	10.3389/fmicb.2021.669618	eop	Klebsiella pneumoniae	KPB2580		KpS8		reported source reference host	0	=	0	none	resistant	no_plaques	not_evaluated		not_evaluated		Table 2 EOP analysis for K23-specific Klebsiella phages.	curated	high	cps-type K1; MLST ST23.
latka2021_kpb2580_vb_kpnm_seu621_eop	Latka2021_K23Klebsiella	paper	34093432	10.3389/fmicb.2021.669618	eop	Klebsiella pneumoniae	KPB2580		vB_KpnM_Seu621		reported source reference host	0	=	0	none	resistant	no_plaques	not_evaluated		not_evaluated		Table 2 EOP analysis for K23-specific Klebsiella phages.	curated	high	cps-type K1; MLST ST23.
latka2021_kpb2580_vb_kpnp_dlv622_eop	Latka2021_K23Klebsiella	paper	34093432	10.3389/fmicb.2021.669618	eop	Klebsiella pneumoniae	KPB2580		vB_KpnP_Dlv622		reported source reference host	0	=	0	none	resistant	no_plaques	not_evaluated		not_evaluated		Table 2 EOP analysis for K23-specific Klebsiella phages.	curated	high	cps-type K1; MLST ST23.
singh2025_kpci1_kpkp_eop	Singh2025_KpCocktail	paper		10.3389/fmicb.2025.1588472	eop	Klebsiella pneumoniae	KPCI1		KPKp		reported source reference host	0.64	=	0.64	high	susceptible	clear_plaques	not_evaluated		not_evaluated		Table 3 EOP against MDR K. pneumoniae clinical isolates, compared with K. pneumoniae ATCC 700603.	curated	high	Individual phages KPKp/KSKp and combined cocktail reported.
singh2025_kpci1_kskp_eop	Singh2025_KpCocktail	paper		10.3389/fmicb.2025.1588472	eop	Klebsiella pneumoniae	KPCI1		KSKp		reported source reference host	0.026	=	0.026	low	reduced_susceptibility	pinpoint_plaques	not_evaluated		not_evaluated		Table 3 EOP against MDR K. pneumoniae clinical isolates, compared with K. pneumoniae ATCC 700603.	curated	high	Individual phages KPKp/KSKp and combined cocktail reported.
singh2025_kpci1_kpkp_kskp_cocktail_eop	Singh2025_KpCocktail	paper		10.3389/fmicb.2025.1588472	eop	Klebsiella pneumoniae	KPCI1		KPKp_KSKp_cocktail		reported source reference host	0.85	=	0.85	high	susceptible	clear_plaques	not_evaluated		not_evaluated		Table 3 EOP against MDR K. pneumoniae clinical isolates, compared with K. pneumoniae ATCC 700603.	curated	high	Individual phages KPKp/KSKp and combined cocktail reported.
singh2025_kpci2_kpkp_eop	Singh2025_KpCocktail	paper		10.3389/fmicb.2025.1588472	eop	Klebsiella pneumoniae	KPCI2		KPKp		reported source reference host	0.05	=	0.05	low	reduced_susceptibility	pinpoint_plaques	not_evaluated		not_evaluated		Table 3 EOP against MDR K. pneumoniae clinical isolates, compared with K. pneumoniae ATCC 700603.	curated	high	Individual phages KPKp/KSKp and combined cocktail reported.
singh2025_kpci2_kskp_eop	Singh2025_KpCocktail	paper		10.3389/fmicb.2025.1588472	eop	Klebsiella pneumoniae	KPCI2		KSKp		reported source reference host	6.78	=	6.78	high	susceptible	clear_plaques	not_evaluated		not_evaluated		Table 3 EOP against MDR K. pneumoniae clinical isolates, compared with K. pneumoniae ATCC 700603.	curated	high	Individual phages KPKp/KSKp and combined cocktail reported.
singh2025_kpci2_kpkp_kskp_cocktail_eop	Singh2025_KpCocktail	paper		10.3389/fmicb.2025.1588472	eop	Klebsiella pneumoniae	KPCI2		KPKp_KSKp_cocktail		reported source reference host	0.90	=	0.9	high	susceptible	clear_plaques	not_evaluated		not_evaluated		Table 3 EOP against MDR K. pneumoniae clinical isolates, compared with K. pneumoniae ATCC 700603.	curated	high	Individual phages KPKp/KSKp and combined cocktail reported.
singh2025_kpci3_kpkp_eop	Singh2025_KpCocktail	paper		10.3389/fmicb.2025.1588472	eop	Klebsiella pneumoniae	KPCI3		KPKp		reported source reference host	0	=	0	none	resistant	no_plaques	not_evaluated		not_evaluated		Table 3 EOP against MDR K. pneumoniae clinical isolates, compared with K. pneumoniae ATCC 700603.	curated	high	Individual phages KPKp/KSKp and combined cocktail reported.
singh2025_kpci3_kskp_eop	Singh2025_KpCocktail	paper		10.3389/fmicb.2025.1588472	eop	Klebsiella pneumoniae	KPCI3		KSKp		reported source reference host	0.26	=	0.26	medium	susceptible	clear_plaques	not_evaluated		not_evaluated		Table 3 EOP against MDR K. pneumoniae clinical isolates, compared with K. pneumoniae ATCC 700603.	curated	high	Individual phages KPKp/KSKp and combined cocktail reported.
singh2025_kpci3_kpkp_kskp_cocktail_eop	Singh2025_KpCocktail	paper		10.3389/fmicb.2025.1588472	eop	Klebsiella pneumoniae	KPCI3		KPKp_KSKp_cocktail		reported source reference host	0.33	=	0.33	medium	susceptible	clear_plaques	not_evaluated		not_evaluated		Table 3 EOP against MDR K. pneumoniae clinical isolates, compared with K. pneumoniae ATCC 700603.	curated	high	Individual phages KPKp/KSKp and combined cocktail reported.
singh2025_kpci4_kpkp_eop	Singh2025_KpCocktail	paper		10.3389/fmicb.2025.1588472	eop	Klebsiella pneumoniae	KPCI4		KPKp		reported source reference host	0.55	=	0.55	high	susceptible	clear_plaques	not_evaluated		not_evaluated		Table 3 EOP against MDR K. pneumoniae clinical isolates, compared with K. pneumoniae ATCC 700603.	curated	high	Individual phages KPKp/KSKp and combined cocktail reported.
singh2025_kpci4_kskp_eop	Singh2025_KpCocktail	paper		10.3389/fmicb.2025.1588472	eop	Klebsiella pneumoniae	KPCI4		KSKp		reported source reference host	0.0002	=	0.0002	trace	resistant	pinpoint_plaques	not_evaluated		not_evaluated		Table 3 EOP against MDR K. pneumoniae clinical isolates, compared with K. pneumoniae ATCC 700603.	curated	high	Individual phages KPKp/KSKp and combined cocktail reported.
singh2025_kpci4_kpkp_kskp_cocktail_eop	Singh2025_KpCocktail	paper		10.3389/fmicb.2025.1588472	eop	Klebsiella pneumoniae	KPCI4		KPKp_KSKp_cocktail		reported source reference host	0.70	=	0.7	high	susceptible	clear_plaques	not_evaluated		not_evaluated		Table 3 EOP against MDR K. pneumoniae clinical isolates, compared with K. pneumoniae ATCC 700603.	curated	high	Individual phages KPKp/KSKp and combined cocktail reported.
abdelhadi2021_s_typhimurium_st_4_host_vb_sts_1_eop	Abdelhadi2021_STM2	paper		10.3390/su132111602	eop	Salmonella enterica	S_Typhimurium_ST_4_host		vB_STS_1		reported source reference host	M; 0.2-0.4	range		medium	susceptible	clear_plaques	not_evaluated		not_evaluated		Table 2 spot test and EOP categories; H 0.5-1.0, M 0.2-0.4, L 0.001-0.1, N inefficient.	curated	high	Imported from Table 2 category matrix.
abdelhadi2021_s_typhimurium_st_4_host_vb_stm_2_eop	Abdelhadi2021_STM2	paper		10.3390/su132111602	eop	Salmonella enterica	S_Typhimurium_ST_4_host		vB_STM_2		reported source reference host	H; 0.5-1.0	range		high	susceptible	clear_plaques	not_evaluated		not_evaluated		Table 2 spot test and EOP categories; H 0.5-1.0, M 0.2-0.4, L 0.001-0.1, N inefficient.	curated	high	Imported from Table 2 category matrix.
